ID	TEXT	CLASS
1e8bf516edd0cb8e08cd22009e07989f	5 SENCILLOS EXPERIMENTOS PARA COMPROBAR que la TIERRA NO es PLANA https://t.co/FG81lwrFuZ https://t.co/EEMaU1SV1u	0
b2cf1acd82ff56d8299210e2aa9a311f	@DKfreespirit Pues yo no le aguantaría, qué tío más cargante #venacenar289	0
f542a2816bd72eb332caa6716445c885	@SextaNocheTV @Pablo_Iglesias_ El concepto de hacer de padre de @Pablo_Iglesias_   es  limpiar culos y cambiar pañales" .  Pobre Pablo!!!!  Cómo ha tenido que rebajarse!!!!!!!"	0
4b933e27b4861eec522d595a1710b71d	Grave maniobra de Sánchez o estrategia ganadora con la figura del relator vía @cronicaglobal  https://t.co/79AG70xETQ	0
030728c1172ac9c4b7de89881843f088	#OpiniónVP La Tierra es plana https://t.co/Zzu70Mtrlc https://t.co/qxQBQPyqM2	0
2498bb6f19a8e71c3901eddb7181928f	@100cia_ De mientras en Netflix un documental serio sobre la tierra plana. Hay que joderse	0
9e05d687a1bc32baf98150e84bc455be	#semaforosA5 ,#FelizMiercoles https://t.co/uTE4Nqr1rQ	0
3986f09df04c9df3ffa55128852f1542	Otra de Grezzi. Igual si lo piensa, se da cuenta que no hay que copiar de otras comunidades, por muy amigos suyos que sean. Puede ser q el usuario  le gusten los VTC. Podemos expande su normativa anti VTC a Valencia y eleva la alarma en Uber y Cabify https://t.co/jJAMmzHcHM	0
5921ee5fe6709d5ebaf0e11e80283bc6	@bholivares ahahaha, y la tierra es plana también si no lo reconoce el estado. La ley no crea realidades, las monedas existieron antes que el ordenamiento jurídico actual. XD crezca, y aprenda.	0
477d340c6cfb7eb48e7b3fd37b65e37a	@_AlbertParis #YoConAlbert #ConElParis me voy de cañas 😉	0
013d5079da10e99df3b42a6153edf1a4	Felipe González se suma a las críticas contra el relator de Pedro Sánchez https://t.co/gB1P8P2iun	0
17db009d2959e21d463c49c2a904c2f8	Cómo humillar a un terraplanista: 'La Tierra es plana' de Netflix es una oportunidad perdida para entender el problema /investigacion/como-humillar-a-terraplanista-tierra-plana-netflix-oportunidad-perdida-para-entender-problema	0
3c20682683cebd42264d0977229e446f	@sanchezcastejon pero ha escrito tú el libro o has copiado como la tesis imaginaria ???	0
f4704fa4533d42b8e80355931b1ef794	#EnDirecto ▶El diputado de ERC Joan Tardà ya está comenzando a responder. El siguiente citado, Torrent, ha confirmado su ausencia  https://t.co/5Y1dzhUybl	0
9347b72fcc765a1175a7d30ec8f958d6	@edu_Skate_loco Lee el dichoso hilo. Creer que la Tierra es plana es, literalmente, no entender cómo funciona el mundo.	0
02f18e41873108a6545dbf2f5f8c5b1f	Una justicia #franquista solo se tiene en España. Este es el resultado   Un segundo juez no impide la exhumación de Franco ni anula el informe administrativo https://t.co/DsVhTE4Y41	0
d0ee2199a7e2d9717327dee12d15f02d	@GLlamazares Joan Tarda te llamaria fascista por esto, ten cuidado con lo que dices que te pueden cambiar de ideologia a estas edades.	0
b2355834458c44e0e2a4a412777c920b	#VenACenar289 holaaa	0
0939a0fd9afe6f35d20f36b83c1d75ad	@TransitValencia @emtvalencia @VlcMobilitat @AjuntamentVLC @agenciabiciVLC ¿Más amable para los viandantes? Desde que hay calles con carril bici, caminar por las aceras de esas calles es un peligro para los peatones. Por mucho que el concejal Grezzi diga lo contrario.	0
